family,genus,species,accession,start_pos,end_pos
Actinomycetaceae,Actinomyces,Actinomyces meyeri,X82451,1,1441
Actinomycetaceae,Actinomyces,Actinomyces naeslundii,X81062,1,1450
Actinomycetaceae,Actinomyces,Actinomyces nasicola,AJ508455,1,1475
Actinomycetaceae,Actinomyces,Actinomyces naturae,FJ234421,1,1463
Actinomycetaceae,Actinomyces,Actinomyces neuii subsp. anitratus,AM084229,1,1497
Actinomycetaceae,Actinomyces,Actinomyces neuii subsp. neuii,AM084228,1,1495
Actinomycetaceae,Actinomyces,Actinomyces odontolyticus,AJ234040,1,1412
Actinomycetaceae,Actinomyces,Actinomyces oricola,AJ507295,1,1508
Actinomycetaceae,Actinomyces,Actinomyces oris,AB545935,1,1517
Actinomycetaceae,Actinomyces,Actinomyces radicidentis,AJ251986,1,1401
Actinomycetaceae,Actinomyces,Actinomyces radingae,X78719,1,1429
Actinomycetaceae,Actinomyces,Actinomyces ruminicola,DQ072005,1,1526
Actinomycetaceae,Actinomyces,Actinomyces slackii,AJ234066,1,1435
Actinomycetaceae,Actinomyces,Actinomyces suimastitidis,AJ277385,1,1416
Actinomycetaceae,Actinomyces,Actinomyces timonensis,EU484334,1,1464
Actinomycetaceae,Actinomyces,Actinomyces turicensis,X78720,1,1453
Actinomycetaceae,Actinomyces,Actinomyces urogenitalis,AJ243791,1,1423
Actinomycetaceae,Actinomyces,Actinomyces vaccimaxillae,AJ427451,1,1493
Actinomycetaceae,Actinomyces,Actinomyces viscosus,X82453,1,1417
Actinomycetaceae,Actinomyces,Actinomyces weissii,FN552454,1,1379
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora atypica,KC412867,1,1523
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chiangmaiensis,AM398646,1,1476
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chibensis,AB514517,1,1487
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora chlora,AB514519,1,1487
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora cinnamomea,AB514520,1,1487
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora corticicola,AB514513,1,1485
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora iriomotensis,AB581531,1,1428
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora lutea,AB514515,1,1486
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora rhizophila,KF600710,1,1526
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora rishiriensis,AB581530,1,1468
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora straminea,AB514518,1,1487
Pseudonocardiaceae,Actinomycetospora,Actinomycetospora succinea,AB514514,1,1487
Pseudonocardiaceae,Actinophytocola,Actinophytocola burenkhanensis,AB535095,1,1458
Pseudonocardiaceae,Actinophytocola,Actinophytocola corallina,AB511316,1,1472
Pseudonocardiaceae,Actinophytocola,Actinophytocola gilvus,KF955588,1,1334
Pseudonocardiaceae,Actinophytocola,Actinophytocola oryzae,EU420070,1,1444
Pseudonocardiaceae,Actinophytocola,Actinophytocola sediminis,KJ013500,1,1528
Pseudonocardiaceae,Actinophytocola,Actinophytocola timorensis,AB511315,1,1471
Pseudonocardiaceae,Actinophytocola,Actinophytocola xinjiangensis,EU274339,1,1481
Micromonosporaceae,Actinoplanes,Actinoplanes abujensis,HQ157185,1,1490
Micromonosporaceae,Actinoplanes,Actinoplanes atraurantiacus,HQ839788,1,1402
Micromonosporaceae,Actinoplanes,Actinoplanes auranticolor,U58526,1,1411
Micromonosporaceae,Actinoplanes,Actinoplanes brasiliensis,X93185,1,1444
Micromonosporaceae,Actinoplanes,Actinoplanes campanulatus,AB036995,1,1472
Micromonosporaceae,Actinoplanes,Actinoplanes capillaceus,AB013495,1,1457
Micromonosporaceae,Actinoplanes,Actinoplanes cibodasensis,LC049065,1,1474
Micromonosporaceae,Actinoplanes,Actinoplanes consettensis,AB036996,1,1471
Micromonosporaceae,Actinoplanes,Actinoplanes couchii,AM400230,1,1371
Micromonosporaceae,Actinoplanes,Actinoplanes cyaneus,AB036997,1,1469
Micromonosporaceae,Actinoplanes,Actinoplanes deccanensis,AJ277565,1,1452
Micromonosporaceae,Actinoplanes,Actinoplanes derwentensis,AB036999,1,1473
Micromonosporaceae,Actinoplanes,Actinoplanes digitatis,AB037000,1,1471
Micromonosporaceae,Actinoplanes,Actinoplanes durhamensis,AJ277568,1,1509
Micromonosporaceae,Actinoplanes,Actinoplanes ferrugineus,AJ277569,1,1509
Micromonosporaceae,Actinoplanes,Actinoplanes friuliensis,FR733685,1,1506
Micromonosporaceae,Actinoplanes,Actinoplanes globisporus,AB048219,1,1444
Micromonosporaceae,Actinoplanes,Actinoplanes humidus,AB037004,1,1471
Micromonosporaceae,Actinoplanes,Actinoplanes ianthinogenes,AB047495,1,1468
Micromonosporaceae,Actinoplanes,Actinoplanes italicus,AB037005,1,1473
Micromonosporaceae,Actinoplanes,Actinoplanes lichenis,LC033899,1,1430
Micromonosporaceae,Actinoplanes,Actinoplanes liguriensis,AJ865471,1,1438
Micromonosporaceae,Actinoplanes,Actinoplanes lobatus,AB037006,1,1472
Micromonosporaceae,Actinoplanes,Actinoplanes luteus,KM396264,1,1438
Micromonosporaceae,Actinoplanes,Actinoplanes lutulentus,KC134255,1,1508
Micromonosporaceae,Actinoplanes,Actinoplanes missouriensis,AJ277572,1,1484
Micromonosporaceae,Actinoplanes,Actinoplanes nipponensis,AB047498,1,1474
Micromonosporaceae,Actinoplanes,Actinoplanes octamycinicus,AB047494,1,1470
Micromonosporaceae,Actinoplanes,Actinoplanes palleronii,AJ277573,1,1508
Micromonosporaceae,Actinoplanes,Actinoplanes philippinensis,U58525,1,1411
Micromonosporaceae,Actinoplanes,Actinoplanes rectilineatus,AB037010,1,1473
Micromonosporaceae,Actinoplanes,Actinoplanes regularis,X93188,1,1440
Micromonosporaceae,Actinoplanes,Actinoplanes rhizophilus,KF600711,1,1512
Micromonosporaceae,Actinoplanes,Actinoplanes rishiriensis,AB641831,1,1477
Micromonosporaceae,Actinoplanes,Actinoplanes siamensis,JX283293,1,1451
Micromonosporaceae,Actinoplanes,Actinoplanes sichuanensis,EU531458,1,1438
Micromonosporaceae,Actinoplanes,Actinoplanes teichomyceticus,AB047513,1,1472
Micromonosporaceae,Actinoplanes,Actinoplanes tereljensis,AB468944,1,1385
Micromonosporaceae,Actinoplanes,Actinoplanes toevensis,AB468943,1,1458
Micromonosporaceae,Actinoplanes,Actinoplanes tropicalis,LC025525,1,1472
Micromonosporaceae,Actinoplanes,Actinoplanes utahensis,AJ277574,1,1508
Micromonosporaceae,Actinoplanes,Actinoplanes xinjiangensis,EU531457,1,1444
Nocardioidaceae,Actinopolymorpha,Actinopolymorpha alba,EU706350,1,1420
Nocardioidaceae,Actinopolymorpha,Actinopolymorpha cephalotaxi,EU438909,1,1441
Nocardioidaceae,Actinopolymorpha,Actinopolymorpha pittospori,FJ805429,1,1407
Nocardioidaceae,Actinopolymorpha,Actinopolymorpha rutila,EF601829,1,1429
Nocardioidaceae,Actinopolymorpha,Actinopolymorpha singaporensis,AF237815,1,1442
Actinopolysporaceae,Actinopolyspora,Actinopolyspora alba,GQ480940,1,1543
Actinopolysporaceae,Actinopolyspora,Actinopolyspora algeriensis,HQ918195,1,1544
Actinopolysporaceae,Actinopolyspora,Actinopolyspora biskrensis,KJ504178,1,1474
Actinopolysporaceae,Actinopolyspora,Actinopolyspora erythraea,GQ480939,1,1465
Actinopolysporaceae,Actinopolyspora,Actinopolyspora halophila,X54287,1,1476
Actinopolysporaceae,Actinopolyspora,Actinopolyspora lacussalsi,JX485633,1,1402
Actinopolysporaceae,Actinopolyspora,Actinopolyspora mortivallis,DQ883812,1,1468
Actinopolysporaceae,Actinopolyspora,Actinopolyspora mzabensis,HQ918202,1,1530
Actinopolysporaceae,Actinopolyspora,Actinopolyspora righensis,HQ918196,1,1367
Actinopolysporaceae,Actinopolyspora,Actinopolyspora saharensis,HQ918198,1,1523
Actinopolysporaceae,Actinopolyspora,Actinopolyspora salinaria,AB894336,1,1512
Actinopolysporaceae,Actinopolyspora,Actinopolyspora xinjiangensis,GU479394,1,1411
Pseudonocardiaceae,Actinorectispora,Actinorectispora indica,JF789453,1,1445
Nocardiopsaceae,Actinorugispora,Actinorugispora endophytica,KM925046,1,1542
Actinospicaceae,Actinospica,Actinospica acidiphila,AJ865861,1,1446
Actinospicaceae,Actinospica,Actinospica durhamensis,KJ445732,1,1426
Actinospicaceae,Actinospica,Actinospica robiniae,AJ865863,1,1444
Pseudonocardiaceae,Actinosynnema,Actinosynnema mirum,AF328679,1,1509
Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum subsp. auranticum,AB303364,1,1472
Pseudonocardiaceae,Actinosynnema,Actinosynnema pretiosum subsp. pretiosum,AF114800,1,1504
Cellulomonadaceae,Actinotalea,Actinotalea fermentans,X79458,1,1486
Cellulomonadaceae,Actinotalea,Actinotalea ferrariae,HQ730135,1,1483
Cellulomonadaceae,Actinotalea,Actinotalea suaedae,KJ769194,1,1563
Actinomycetaceae,Actinotignum,Actinotignum sanguinis,HG798952,1,1508
Actinomycetaceae,Actinotignum,Actinotignum schaalii,Y12329,1,1485
Actinomycetaceae,Actinotignum,Actinotignum urinale,AJ439453,1,1488
Cytophagaceae,Adhaeribacter,Adhaeribacter aerolatus,GQ421846,1,1486
Cytophagaceae,Adhaeribacter,Adhaeribacter aerophilus,GQ421850,1,1410
Cytophagaceae,Adhaeribacter,Adhaeribacter aquaticus,AJ626894,1,1445
Cytophagaceae,Adhaeribacter,Adhaeribacter terreus,EU682684,1,1513
Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,AB306661,1,1469
Alcaligenaceae,Advenella,Advenella alkanexedens,KJ169456,1,1431
Alcaligenaceae,Advenella,Advenella faeciporci,AB567741,1,1506
Alcaligenaceae,Advenella,Advenella incenata,AM944734,1,1341
Alcaligenaceae,Advenella,Advenella kashmirensis,AJ864470,30,1362
Alcaligenaceae,Advenella,Advenella mimigardefordensis,AY880023,1,1502
Flavobacteriaceae,Aequorivita,Aequorivita antarctica,AY027802,1,1422
Flavobacteriaceae,Aequorivita,Aequorivita capsosiphonis,EU290153,1,1412
Flavobacteriaceae,Aequorivita,Aequorivita crocea,AY027806,1,1422
Flavobacteriaceae,Aequorivita,Aequorivita lipolytica,AY027805,1,1422
Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,AF170749,1,1439
Flavobacteriaceae,Aequorivita,Aequorivita viscosa,HM485318,1,1488
Bacillaceae,Aeribacillus,Aeribacillus pallidus,Z26930,1,1516
Bifidobacteriaceae,Aeriscardovia,Aeriscardovia aeriphila,AY174107,1,1422
Aerococcaceae,Aerococcus,Aerococcus christensenii,Y17005,1,1451
Aerococcaceae,Aerococcus,Aerococcus sanguinicola,AJ276512,1,1499
Aerococcaceae,Aerococcus,Aerococcus suis,AM230658,1,1332
Aerococcaceae,Aerococcus,Aerococcus urinae,M77819,1,1481
Aerococcaceae,Aerococcus,Aerococcus urinaeequi,D87677,1,1419
Aerococcaceae,Aerococcus,Aerococcus urinaehominis,AJ278341,30,1350
Aerococcaceae,Aerococcus,Aerococcus vaginalis,AB818493,1,1469
Aerococcaceae,Aerococcus,Aerococcus viridans,ADNT01000041,30,1567
Nocardioidaceae,Aeromicrobium,Aeromicrobium alkaliterrae,AY822044,1,1473
Nocardioidaceae,Aeromicrobium,Aeromicrobium camelliae,KJ874351,1,1512
Nocardioidaceae,Aeromicrobium,Aeromicrobium erythreum,AF005021,1,1474
Nocardioidaceae,Aeromicrobium,Aeromicrobium fastidiosum,AF005022,1,1472
Nocardioidaceae,Aeromicrobium,Aeromicrobium flavum,EF133690,1,1427
Nocardioidaceae,Aeromicrobium,Aeromicrobium ginsengisoli,AB245394,1,1483
Nocardioidaceae,Aeromicrobium,Aeromicrobium halocynthiae,FJ042789,1,1358
Nocardioidaceae,Aeromicrobium,Aeromicrobium marinum,AY166703,1,1357
Nocardioidaceae,Aeromicrobium,Aeromicrobium massiliense,JF824798,1,1468
Nocardioidaceae,Aeromicrobium,Aeromicrobium panaciterrae,AB245387,1,1470
Nocardioidaceae,Aeromicrobium,Aeromicrobium ponti,AM778683,1,1396
Nocardioidaceae,Aeromicrobium,Aeromicrobium tamlense,DQ411541,1,1406
Aeromonadaceae,Aeromonas,Aeromonas aquariorum,EU085557,1,1503
Aeromonadaceae,Aeromonas,Aeromonas australiensis,HE611955,1,1322
Aeromonadaceae,Aeromonas,Aeromonas bestiarum,X60406,1,1503
Aeromonadaceae,Aeromonas,Aeromonas bivalvium,DQ504429,1,1506
Aeromonadaceae,Aeromonas,Aeromonas dhakensis,AJ508765,1,1498
Aeromonadaceae,Aeromonas,Aeromonas diversa,GQ365710,1,1504
Aeromonadaceae,Aeromonas,Aeromonas encheleia,AJ224309,1,1407
Aeromonadaceae,Aeromonas,Aeromonas enteropelogenes,X71121,1,1490
Aeromonadaceae,Aeromonas,Aeromonas eucrenophila,X60411,1,1503
Aeromonadaceae,Aeromonas,Aeromonas fluvialis,FJ230078,1,1503
Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. anaerogenes,FR870443,1,1494
Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. hydrophila,DQ207728,1,1542
Aeromonadaceae,Aeromonas,Aeromonas hydrophila subsp. ranae,AM262151,1,1350
Aeromonadaceae,Aeromonas,Aeromonas ichthiosmia,X71120,1,1532
Aeromonadaceae,Aeromonas,Aeromonas jandaei,X60413,1,1503
Aeromonadaceae,Aeromonas,Aeromonas media,X60410,1,1503
Aeromonadaceae,Aeromonas,Aeromonas molluscorum,AY532690,1,1506
Aeromonadaceae,Aeromonas,Aeromonas piscicola,FM999971,1,1338
Aeromonadaceae,Aeromonas,Aeromonas popoffii,AJ224308,1,1407
Aeromonadaceae,Aeromonas,Aeromonas punctata subsp. caviae,X74674,1,1460
Aeromonadaceae,Aeromonas,Aeromonas punctata subsp. punctata,X60408,1,1503
Aeromonadaceae,Aeromonas,Aeromonas rivipollensis,FR775967,1,1464
Aeromonadaceae,Aeromonas,Aeromonas rivuli,FJ976900,1,1503
Aeromonadaceae,Aeromonas,Aeromonas salmonicida subsp. achromogenes,X60407,1,1502
Aeromonadaceae,Aeromonas,Aeromonas salmonicida subsp. masoucida,AB027542,1,1467
Aeromonadaceae,Aeromonas,Aeromonas salmonicida subsp. pectinolytica,AF134065,1,1431
Aeromonadaceae,Aeromonas,Aeromonas salmonicida subsp. salmonicida,AY987751,1,1510
Aeromonadaceae,Aeromonas,Aeromonas salmonicida subsp. smithia,AJ009859,1,1505
Aeromonadaceae,Aeromonas,Aeromonas sanarellii,FJ230076,1,1503
Aeromonadaceae,Aeromonas,Aeromonas schubertii,X60416,1,1503
Aeromonadaceae,Aeromonas,Aeromonas sharmana,DQ013306,1,1430
Aeromonadaceae,Aeromonas,Aeromonas simiae,AJ536821,1,1452
Aeromonadaceae,Aeromonas,Aeromonas sobria,X60412,1,1503
Aeromonadaceae,Aeromonas,Aeromonas taiwanensis,FJ230077,1,1503
Aeromonadaceae,Aeromonas,Aeromonas tecta,AJ458402,1,1354
Aeromonadaceae,Aeromonas,Aeromonas veronii,X60414,1,1503
Desulfurococcaceae,Aeropyrum,Aeropyrum camini,AB109559,1,1562
Desulfurococcaceae,Aeropyrum,Aeropyrum pernix,D83259,1,1444
Alteromonadaceae,Aestuariibacter,Aestuariibacter aggregatus,FJ847832,1,1232
Alteromonadaceae,Aestuariibacter,Aestuariibacter halophilus,AY207503,1,1455
Alteromonadaceae,Aestuariibacter,Aestuariibacter salexigens,AY207502,1,1456
Flavobacteriaceae,Aestuariibaculum,Aestuariibaculum suncheonense,JF751043,1,1482
Unclassified Alteromonadales,Aestuariicella,Aestuariicella hydrocarbonica,KF982858,1,1400
Rhodobacteraceae,Aestuariihabitans,Aestuariihabitans beolgyonensis,KC577450,1,1389
Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium kwangyangense,DQ830982,1,1472
Rhodospirillaceae,Aestuariispira,Aestuariispira insulae,KF876014,1,1417
Rhodobacteraceae,Aestuariivita,Aestuariivita atlantica,KP742981,1,1426
Rhodobacteraceae,Aestuariivita,Aestuariivita boseongensis,KF977838,1,1385
Polyangiaceae,Aetherobacter,Aetherobacter fasciculatus,GU249609,1,1548
Polyangiaceae,Aetherobacter,Aetherobacter rufus,GU249610,1,1551
Rhodobiaceae,Afifella,Afifella marina,D30790,1,1390
Rhodobiaceae,Afifella,Afifella pfennigii,EU445271,1,1423
Bradyrhizobiaceae,Afipia,Afipia birgiae,AF288304,1,1426
Bradyrhizobiaceae,Afipia,Afipia broomeae,U87759,1,1401
Bradyrhizobiaceae,Afipia,Afipia clevelandensis,M69186,1,1425
Bradyrhizobiaceae,Afipia,Afipia felis,M65248,1,1425
Bradyrhizobiaceae,Afipia,Afipia massiliensis,AY029562,1,1375
Rhodobacteraceae,Agaricicola,Agaricicola taiwanensis,FJ594057,1,1436
Alteromonadaceae,Agarivorans,Agarivorans albus,AB076561,1,1454
Alteromonadaceae,Agarivorans,Agarivorans gilvus,GQ200591,1,1455
Alteromonadaceae,Agarivorans,Agarivorans litoreus,KJ729029,1,1467
Lachnospiraceae,Agathobacter,Agathobacter ruminis,KT229569,1,1434
Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,M75039,1,1484
Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus,AY362906,1,1362
Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis,M75043,1,1479
Myxococcaceae,Aggregicoccus,Aggregicoccus edonensis,KF767690,1,1531
Microbacteriaceae,Agreia,Agreia bicolorata,AF159363,1,1486
Microbacteriaceae,Agreia,Agreia pratensis,AJ310412,1,1513
Microbacteriaceae,Agrococcus,Agrococcus baldri,AB279548,1,1422
Microbacteriaceae,Agrococcus,Agrococcus carbonis,GQ504748,1,1470
Microbacteriaceae,Agrococcus,Agrococcus casei,DQ168427,1,1466
Microbacteriaceae,Agrococcus,Agrococcus citreus,AB279547,1,1422
Microbacteriaceae,Agrococcus,Agrococcus jejuensis,AM396260,1,1415
Microbacteriaceae,Agrococcus,Agrococcus jenensis,X92492,1,1473
Microbacteriaceae,Agrococcus,Agrococcus lahaulensis,DQ156908,1,1454
Microbacteriaceae,Agrococcus,Agrococcus terreus,FJ423764,1,1516
Microbacteriaceae,Agrococcus,Agrococcus versicolor,AM940157,1,1479
Microbacteriaceae,Agromyces,Agromyces albus,AF503917,1,1486
Microbacteriaceae,Agromyces,Agromyces allii,DQ673873,1,1483
Microbacteriaceae,Agromyces,Agromyces atrinae,FJ607310,1,1477
Microbacteriaceae,Agromyces,Agromyces aurantiacus,AF389342,1,1464
Microbacteriaceae,Agromyces,Agromyces bauzanensis,FJ972171,1,1528
Microbacteriaceae,Agromyces,Agromyces binzhouensis,KC493987,1,1451
Microbacteriaceae,Agromyces,Agromyces bracchium,AB023359,1,1511
Microbacteriaceae,Agromyces,Agromyces cerinus subsp. cerinus,D45060,1,1486
Microbacteriaceae,Agromyces,Agromyces cerinus subsp. nitratus,AY277619,1,1465
Microbacteriaceae,Agromyces,Agromyces flavus,FJ529717,1,1466
Microbacteriaceae,Agromyces,Agromyces hippuratus,D45061,1,1466
Microbacteriaceae,Agromyces,Agromyces humatus,AY618216,1,1388
Microbacteriaceae,Agromyces,Agromyces indicus,HM036655,1,1454
Microbacteriaceae,Agromyces,Agromyces insulae,KP232915,1,1494
Microbacteriaceae,Agromyces,Agromyces iriomotensis,AB546308,1,1482
Microbacteriaceae,Agromyces,Agromyces italicus,AY618215,1,1429
Microbacteriaceae,Agromyces,Agromyces lapidis,AY618217,1,1470
Microbacteriaceae,Agromyces,Agromyces luteolus,AB023356,1,1493
Microbacteriaceae,Agromyces,Agromyces marinus,AB847105,1,1482
Microbacteriaceae,Agromyces,Agromyces mediolanus,X77449,1,1517
Microbacteriaceae,Agromyces,Agromyces neolithicus,AY507128,1,1479
Microbacteriaceae,Agromyces,Agromyces ramosus,X77447,1,1482
Microbacteriaceae,Agromyces,Agromyces rhizospherae,AB023357,1,1510
Microbacteriaceae,Agromyces,Agromyces salentinus,AY507129,1,1381
Microbacteriaceae,Agromyces,Agromyces soli,GQ241325,1,1409
Microbacteriaceae,Agromyces,Agromyces subbeticus,AY737778,1,1468
Microbacteriaceae,Agromyces,Agromyces subtropicus,AB546310,1,1473
Microbacteriaceae,Agromyces,Agromyces terreus,EF363711,1,1449
Microbacteriaceae,Agromyces,Agromyces tropicus,AB454378,1,1481
Microbacteriaceae,Agromyces,Agromyces ulmi,AY427830,1,1519
Rhodobacteraceae,Ahrensia,Ahrensia kielensis,D88524,1,1407
Rhodobacteraceae,Ahrensia,Ahrensia marina,KJ700633,1,1474
Halomonadaceae,Aidingimonas,Aidingimonas halophila,FJ418176,1,1469
Akkermansiaceae,Akkermansia,Akkermansia muciniphila,AY271254,1,1433
Methylocystaceae,Albibacter,Albibacter methylovorans,FR733694,1,1476
Comamonadaceae,Albidiferax,Albidiferax ferrireducens,CP000267,4118284,4119814
Rhodobacteraceae,Albidovulum,Albidovulum inexpectatum,AF465833,1,1409
Rhodobacteraceae,Albidovulum,Albidovulum xiamenense,HQ709061,1,1434
Rhodobacteraceae,Albimonas,Albimonas donghaensis,DQ280370,1,1383
Rhodobacteraceae,Albimonas,Albimonas pacifica,JN837486,1,1427
Rhodobacteraceae,Albirhodobacter,Albirhodobacter marinus,FR827899,1,1405
Alcaligenaceae,Alcaligenes,Alcaligenes faecalis subsp. faecalis,D88008,1,1470
Alcaligenaceae,Alcaligenes,Alcaligenes faecalis subsp. parafaecalis,AJ242986,1,1414
Alcaligenaceae,Alcaligenes,Alcaligenes faecalis subsp. phenolicus,AY296718,1,1503
Alcaligenaceae,Alcaligenes,Alcaligenes pakistanensis,AB920828,1,1412
Alcanivoracaceae,Alcanivorax,Alcanivorax balearicus,AY686709,1,1540
Alcanivoracaceae,Alcanivorax,Alcanivorax borkumensis,Y12579,10,1503
Alcanivoracaceae,Alcanivorax,Alcanivorax dieselolei,AY683537,1,1504
Alcanivoracaceae,Alcanivorax,Alcanivorax gelatiniphagus,JQ937289,1,1452
Alcanivoracaceae,Alcanivorax,Alcanivorax hongdengensis,EU438901,1,1504
Alcanivoracaceae,Alcanivorax,Alcanivorax jadensis,AJ001150,1,1499
Alcanivoracaceae,Alcanivorax,Alcanivorax marinus,KC415169,1,1504
Alcanivoracaceae,Alcanivorax,Alcanivorax pacificus,DQ659451,1,1506
Alcanivoracaceae,Alcanivorax,Alcanivorax venustensis,AF328762,1,1532
Alcanivoracaceae,Alcanivorax,Alcanivorax xenomutans,HE601937,1,1416
Flavobacteriaceae,Algibacter,Algibacter aestuarii,HQ405792,1,1482
Flavobacteriaceae,Algibacter,Algibacter agarilyticus,JN864027,1,1452
Flavobacteriaceae,Algibacter,Algibacter agarivorans,JN864025,1,1452
Flavobacteriaceae,Algibacter,Algibacter amylolyticus,KP136798,1,1373
Flavobacteriaceae,Algibacter,Algibacter aquimarinus,JQ259859,1,1457
Flavobacteriaceae,Algibacter,Algibacter lectus,AY187689,1,1427
Flavobacteriaceae,Algibacter,Algibacter mikhailovii,AM491809,1,1473
Flavobacteriaceae,Algibacter,Algibacter miyuki,KC662118,1,1441
Flavobacteriaceae,Algibacter,Algibacter pectinivorans,HM475134,1,1442
Flavobacteriaceae,Algibacter,Algibacter psychrophilus,KJ475138,1,1510
Flavobacteriaceae,Algibacter,Algibacter undariae,KC261664,1,1441
Flavobacteriaceae,Algibacter,Algibacter wandonensis,KC987358,1,1443
Pseudoalteromonadaceae,Algicola,Algicola bacteriolytica,D89929,1,1490
